,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
BLK,7.608733625783959,0.4818769154439997,15.789786524165198,VNT,0.042104958111317696,BlackRock,Financials,Asset Management & Custody Banks,BLK,FRT,CME,NOV,JKHY,AMT,XOM,UDR,FTI,ESS,0.03473671192693136,0.3845986283681866,0.19743094218065266,0.012762789867433505,0.12456454383756746,0.016810059114520125,0.27336821480810425,0.1727769315150593,0.11042901233613628,0.026635855601543298,0.04477407469027543,0.020447576048707696,0.1665945500253868,0.5632804255203948,0.03492768284712017,0.16807040957447483,0.051178038636533675,0.012779860178564055,0.02441318313332662,0.06710673855001227,0.3485398124286796,0.01615310565986075,0.26873256827453545,0.008098600716892418
BA,-4.8467648601046855,0.8792723095923998,-5.512245532162247,CPB,-0.06717715436745725,Boeing Company,Industrials,Aerospace & Defense,BA,TSLA,EXPD,PGR,IDXX,AMT,APD,AAPL,TGT,FB,0.013187636708040278,0.30551868441476654,0.020294237068373962,0.0027500597666336606,0.21930135896429717,0.1790917242307076,0.17951381535004807,0.08085467772174641,0.09503391789727673,0.007996554247471872,0.18376998083733925,0.03139367391610531,0.08375225761031625,0.4010474436400891,0.01654998260092324,0.2731515672414356,0.004105188103411388,0.06596139204584146,0.15323584777315982,0.07774107309075728,0.09750382262450176,0.016636963913451572,0.2829991691934705,0.012114993413047427
BKNG,-5.015100464786509,0.5194718378258493,-9.654229737989763,KR,-0.04914354625522748,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,BKNG,ED,CPB,AMT,SBAC,DLR,KR,PRGO,INCY,NOC,-0.00036865868980619026,0.25521642308584486,0.10536706904112855,0.019308399293473076,0.20108588817024484,0.025185282740891456,0.06322863124980639,0.007571682202843832,0.2598282010608854,0.1261850330226264,0.10980479223348484,0.0824350209846151,0.010658786450542357,0.26839469025142476,0.0010166261278037813,0.00042848893649532165,0.037384089164373864,0.05273515595261516,0.03103660059383841,0.1606234989509118,0.3456737628387808,0.15865462210958506,0.15591823944842947,0.056528915877166325
BWA,6.211174298891398,0.5093550595667249,12.194193779433228,CLX,-0.034552044339310035,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,BWA,CTXS,KMI,VNO,PRGO,AVB,T,LHX,OXY,CME,0.02360827447675072,0.33111303826749905,0.08882442420489169,0.23082170451136952,0.03798675740804848,0.005620195100434072,0.18567340223131773,0.1388171863901817,0.12050657871762019,0.08421165456719384,0.001233403044390186,0.1063046938245527,0.16027994703099874,0.561196247428782,0.0038562190818783254,0.04048866424749783,0.1643178679525933,0.00167332598164615,0.1359992357517366,0.038908578753351374,0.15391068697690918,0.002970433309761502,0.29958839870688164,0.15828658923774422
BXP,0.0529045613013035,0.5849703020972179,0.09043973875533794,CLX,-0.004630227732796999,,,,BXP,CTAS,CPRT,EW,ADI,APH,KSU,ADM,PAYC,K,-0.006672052690532491,0.326642643161459,0.002084957670609912,0.004008987435922054,0.026908059536832677,0.2575505869024821,0.07700123165937825,0.1759354602819408,0.009671955344320348,0.19320857969781918,0.022762531634947236,0.2308676498357475,0.03166940838476558,0.4055744268187835,0.15266580661443518,0.01412021083452313,0.04196864682410628,0.003803933882122417,0.2201041384812128,0.1529155767568749,0.12775945916608872,0.25485123606539895,0.027707205877930696,0.0041037854973068714
BSX,1.4603552156884914,0.44746317505462785,3.2636321760113693,VNT,-0.04112268181240631,Boston Scientific,Health Care,Health Care Equipment,BSX,IPGP,TTWO,KLAC,PKG,ALB,TER,TMUS,FFIV,BIO,0.016373578390767994,0.31101157534141577,0.06446880781123787,0.017692668382210747,0.19914639170655654,0.01855014729230154,0.12271547436566084,0.00801925517686413,0.03786073562179266,0.16536614156208027,0.20267783162787378,0.1635025464534217,0.14018084284717927,0.4151944055982238,0.0068698582241326555,0.14464762254842561,0.020297758146185365,0.14171657062760643,0.06500104932139211,0.2589227974929777,0.10801674233707746,0.013210689777219902,0.22978173160161441,0.011535179923368409
BMY,16.080920289737342,0.2987741006388612,53.82300626243009,VNT,0.14631159400272903,Bristol-Myers Squibb,Health Care,Health Care Distributors,BMY,BIIB,VRTX,CLX,FE,COG,KR,DLR,DPZ,SBAC,0.01851911490065978,0.23627241315001177,0.19235851951977317,0.0035811909691071163,0.07211550657278046,0.22568820990924146,0.050795178060196323,0.07990403584020289,0.15262855612763043,0.036321173835228,0.17698974833521586,0.009617880830624257,0.08357654294585548,0.3023877125395406,0.2188912511567117,0.19444674773374437,0.007874622276700402,0.05618454816140461,0.008474640100411475,0.25219560289017634,0.06764286108578217,0.07754161285766115,0.11374542981765393,0.003002683919753737
AVGO,8.119219494393093,0.521775445497698,15.560754275526584,KR,0.1379957028926051,Broadcom Inc.,Information Technology,Semiconductors,AVGO,FTI,CPB,PSX,LHX,COG,REG,FRT,CME,BDX,0.029473077696794362,0.30248935280329653,0.05906773083162534,0.012915716927755552,0.2603641866079069,0.004994072957308194,0.08474034009393466,0.08264986216879679,0.01442523054065953,0.09366363895927242,0.12575332725448404,0.2614258936582566,0.14694448335573398,0.45670704757649566,0.13443194781520937,0.2402643034260859,0.02988440586086298,0.01936941361714034,0.01996308210755869,0.27807960288281297,0.019795596030554276,0.009348343641149478,0.20647004712609224,0.04239325749253371
BR,0.6038028448877575,0.3613637271077597,1.6709005348168267,DPZ,0.13242628466235987,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,BR,XRX,CCL,AAL,WDC,OKE,SLG,PSX,VLO,CTXS,-0.0011159024426451777,0.4218080674687531,0.21527228868231216,0.1545605539130938,0.0454120319257689,0.050548240673125466,0.1346816198930152,0.003780992058323166,0.07696381024324042,0.03595729270815241,0.016669520494294918,0.26615364940867364,0.07643321244290613,0.6514131309570986,0.002946817038340018,0.0007979645649415425,0.015408610358729797,0.09359131789594197,0.0002334088939020199,0.2451314007433473,0.12981272765700502,0.18970653079579444,0.21092352079056956,0.11144770126142821
BF-B,-18.7901334438057,0.39939030569348577,-47.04704439728261,VNT,0.06988112573065527,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,BF-B,ESS,CME,UDR,NOC,VNO,IFF,OXY,COG,XOM,0.09441868933573869,0.35824859848100815,0.059333800474040535,0.009682696549343523,0.10730040969207635,0.03211595904909434,0.21009285825996699,0.016836193531421823,0.21554315475355987,0.004789242284992064,0.22027747729805677,0.12402820810744772,0.1789082830197835,0.4949202522964722,0.021275439491562832,0.11744435334809065,0.038076404318008336,0.015266390741981606,0.015759501757365534,0.0037208869654108603,0.20273768678739673,0.18528726549734056,0.1499472746669408,0.2504847964259021
CHRW,9.321401666112783,0.3316370315556922,28.107240082286857,VNT,0.015625255451233003,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,CHRW,CI,SO,FOX,WYNN,SRE,DISCK,ALLE,LVS,HIG,0.03461297855727598,0.3495110387793377,0.2962833688930861,0.044798915401602545,0.06263814173511495,0.030878548129324487,0.01158546909770053,0.23077780269482837,0.1350625664850757,0.1384351906928954,0.03659246382293111,0.012947533047440908,0.0983874187561658,0.4443650102811113,0.06782433898672993,0.10141975411454766,0.028474859054825587,0.10698917170739942,0.04372886966869615,0.06546585672767555,0.32166368246706906,0.04912039011169525,0.02274860940393665,0.1925644677574248
COG,46.37589715970258,0.5252910363979107,88.28610036393728,CMG,0.07042900295840392,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,COG,MRK,NEE,TFX,PWR,AMCR,NKE,DLTR,TXN,EMN,0.05007981953453555,0.3170963301835106,0.21183518282750516,0.31684738009806773,0.0328127883689946,0.021398676696232456,0.003958936830987059,0.06286310676866289,0.06547390289074122,0.12884988469982586,0.11737512322312177,0.03858501759586124,0.08658962484480573,0.3540066729258869,0.325477920258257,0.06596655051305148,0.29452659125058234,0.048359787722900525,0.03564322309324582,0.046236359755799136,0.031836829615063296,0.046581723461929715,0.024468134335901035,0.0809028799932696
CDNS,-1.8874126559263738,0.46458158398219457,-4.062607561299094,VNT,0.0842300650131751,Cadence Design Systems,Information Technology,Application Software,CDNS,ALL,KIM,VRTX,LDOS,SRE,O,C,FLIR,L,0.020100762866063784,0.3676569575937751,0.229224896467364,0.09525533053904812,0.0021577108197115887,0.17230736322300047,0.08431103876942646,0.12029602464041585,0.09604464113536404,0.01574542079102799,0.15775729361848082,0.026900279996160684,0.10091917532148906,0.4344222566504784,0.10957098443214797,0.04957596491675965,0.23482349205150946,0.12188707796922037,0.04076626468691987,0.0012502080754692568,0.0030049582277117074,0.13304565947859345,0.29572594995082746,0.010349440210840947
CPB,-10.977235186945295,0.3225520058816998,-34.032450540615585,WELL,-0.12975768987237382,Campbell Soup,Consumer Staples,Packaged Foods & Meats,CPB,TWTR,RSG,CPRT,ETR,EMN,XOM,NUE,BLL,ALL,-0.0005306904002126064,0.30198223329528473,0.4190056898390535,0.08239454769835239,0.0019249915528651285,0.005196002824692187,0.07670445896802613,0.05412926833519187,0.15420309253887515,0.02343643448017676,0.07072145365994603,0.11228406010282094,0.09121820318649876,0.41726143684659994,0.032698778981724574,0.01558770960084781,0.03775961332708885,0.006264057518595841,0.0013553903029346328,0.3171610624717658,0.36010344561880203,0.04163377169142303,0.13417179792392142,0.053264372562895984
COF,39.32727185582302,0.7354804659021424,53.47153823804698,KR,-0.05026171445022394,Capital One Financial,Financials,Consumer Finance,COF,AMGN,K,BAX,KMB,CCI,EQIX,AKAM,NFLX,CAG,-0.028671239286057727,0.2628269990441927,0.047601249501251004,0.0417496878837333,0.25051984536774724,0.11242533096278223,0.12323014944647463,0.005119648345513935,0.012691141748280857,0.10481299761594232,0.0885325767313972,0.2133173723968773,0.037101704404076376,0.3569751871807737,0.29091215627063216,0.15754017673949372,0.009170239822050945,0.014809862250337171,0.1323977443228678,0.16373098115535467,0.008634574197299854,0.1419139439781459,0.02544244119700132,0.05544788006681638
CAH,8.541812777426438,0.4569326469219196,18.69381151679026,VNT,0.039372013743176226,Cardinal Health Inc.,Health Care,Health Care Distributors,CAH,DPZ,SBAC,CLX,REGN,VRTX,DLR,ED,FE,BIIB,-0.019165332025159014,0.2695984258130835,0.1527442323488634,0.1785671278820411,0.023269275201888873,0.26224404582719374,0.022979273406254136,0.11802210042354676,0.013164488636492153,0.17387149061883242,0.039737787725729314,0.015400177929158166,0.05528902457705928,0.35034119215637005,0.23330738068331283,0.01755997651293814,0.007638027429654677,0.007835828511048809,0.2982835841367755,0.016789000488383006,0.006332846323348247,0.10351866915225116,0.09052270588712567,0.21821198087516183
KMX,31.46834507963414,0.5856928981229289,53.728404733071166,KR,-0.03475443717945747,Carmax Inc,Consumer Discretionary,Specialty Stores,KMX,EQR,COG,HII,NI,BAX,CTXS,INTC,EVRG,WBA,0.05348302899914144,0.3192131336107735,0.17288468468386756,0.07135590341857495,0.04760712107527764,0.08692279902155602,0.010858707119903875,0.2433776727151759,0.26277344183823814,0.058657396441914054,0.013927849926128085,0.03163442375936373,0.1448868058706057,0.36361411933697285,0.21007318468209793,0.02920854336561367,0.1319378625494023,0.046579737760209655,0.03879042096936182,0.017438068199548875,0.09723300477005342,0.15428424423178236,0.0025796345776048246,0.27187529889432527
CCL,-8.541086984432484,1.2369563771334307,-6.904921743664009,DPZ,-0.20077067119148706,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",CCL,AWK,ORLY,ALXN,KMB,BR,GWW,ZTS,LIN,ISRG,-0.0025877449114956688,0.300260888994766,0.0003204777494934001,0.06697427650940065,0.1134788555751925,0.12399231067062201,0.21528460378185826,0.22383969415290936,0.037324182375376304,0.09509388984694964,0.1177148018420571,0.005976907496140787,0.0108881870891147,0.34496166781529164,0.01855530666491716,0.17652046450988176,0.3145835542531719,0.1106964243008685,0.0007597900450119234,0.04218820762672022,0.010943294614527215,0.23257534196098964,0.0842107714111962,0.008966844612715468
CARR,20.413559893172227,0.6130682931100967,33.29736690445072,TSCO,-0.1547903942045437,Carrier Global,Industrials,Building Products,CARR,BDX,ED,CPB,VLO,CNC,PSX,WFC,CSCO,CME,0.012971592466849797,0.2892719400071696,0.1550997351902781,0.1706696763759758,0.18069070457861378,0.28345812837731227,0.021322412315289207,0.05329941300092099,0.0374671105380458,0.046197167216548554,0.02819261621188224,0.02360303619513324,0.07672284892945162,0.3672864825831934,0.21304531661234474,0.2541270005913384,0.0025066083364154784,0.01938893615479093,0.02758944456912665,0.045486518681374315,0.026645647761943163,0.23307656323279047,0.03396982115571829,0.14416414290415763
CTLT,26.832896612136782,0.5295568133727667,50.67047752862829,VNT,0.0481738340095831,Catalent,Health Care,Pharmaceuticals,CTLT,ALL,VRTX,FLIR,C,LMT,O,KIM,SRE,FOX,0.01906806926758369,0.3536081525351145,0.07261286403157685,0.09892792720745493,0.2007954420919787,0.12803930298063845,0.0037059010166922055,0.21517299207714763,0.03057238719867954,0.0054261740878393016,0.17827661514370052,0.06647039416429174,0.11576258289019618,0.43823166399106467,0.06369090901432169,0.05189234749382352,0.015688538472487,0.368839298494182,0.026793025665989397,0.11804067099835237,0.0027373613213156644,0.2393540110522606,0.051056391699879286,0.06190744578738842
CAT,21.12403755496234,0.45490837713261095,46.435806893932934,CLX,0.11673962395786873,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,CAT,CME,REGN,PSX,AVB,NOV,BDX,INCY,UDR,OXY,0.05320905142166422,0.31686915323170683,0.0003293117839199462,0.05963525693874579,0.24966627259315444,0.04780885779252931,0.03665152680176816,0.05376881493028609,0.3405570885093571,0.10273928413385863,0.10105243090088348,0.00779115561549721,0.1669427780917504,0.5311438012626016,0.009286342536263705,0.1505826617875958,0.10371368477245262,0.007269475820562051,0.05085002507021819,0.013419758210675793,0.05977340688431276,0.23926044291596887,0.04115552894482479,0.3246886730571255
CBOE,7.141312162419533,0.4404318009482476,16.214342713319795,KR,0.11040527402535523,Cboe Global Markets,Financials,Financial Exchanges & Data,CBOE,NUE,VRTX,LH,MCD,NVR,JKHY,FTV,AVY,EFX,-0.02206156282468833,0.3279641298989675,0.1696421250691495,0.06703068705352497,0.1932919616372499,0.005333802335842425,0.11608763525321232,0.012149372936252796,0.17700466420534006,0.03798554231439231,0.05428756365793301,0.16718664553710288,0.03317738591673778,0.3813903540863833,0.2265599360103756,0.20018389795169786,0.08000277534172141,0.2572981597507279,0.05254665745713225,0.03936497420778129,0.03484872361378873,0.03843171299606927,0.04882214506440143,0.021941017606304167
CBRE,-1.8335574386838804,0.6273021551108033,-2.92292545744564,CLX,0.010702509187902293,CBRE Group,Real Estate,Real Estate Services,CBRE,K,BAX,AMGN,KMB,INTC,AKAM,ILMN,EQIX,FE,-0.0180062737407084,0.27852465663796794,0.005142405239635429,0.19929935099950088,0.13960064042917267,0.028185276913075676,0.23151181575081042,0.004361844660107555,0.1772589044238081,0.11787848681673892,0.05182621384118943,0.04493506092596087,0.06987726404718705,0.37505989546689156,0.06997747081280484,0.05502504384282465,0.018580175256822738,0.1497791930353267,0.004301124467542978,0.3484436273760319,0.011234375198805232,0.23839379700649563,0.05201424724722851,0.05225094575611696
CDW,5.709860230226072,0.5036219336133105,11.33759244610303,CLX,0.09875025083078817,CDW,Information Technology,Technology Distributors,CDW,SBAC,CLX,BAX,INTC,CPB,DLR,DXCM,NLOK,AMT,-0.016182692337961324,0.2534887928350433,0.0063119820252006955,0.055296603371285225,0.27551193549190867,0.2582868836666872,0.04042521893383666,0.12993176237941578,0.010080095895443139,0.002047202673321189,0.2125045749363279,0.009603740626573628,0.03764426327397559,0.31384967285320114,0.1340974460645393,0.04423144484207359,0.2016384343429565,0.0967381738561314,0.27250957372010276,0.01736982294457528,0.013368659811304343,0.016121511769428637,0.14895768642398294,0.05496724622490515
CE,14.679861358039336,0.5480400606586616,26.78611001611151,CLX,0.02842721389520375,Celanese,Materials,Specialty Chemicals,CE,NI,KR,ED,HFC,EQR,SBAC,T,CPB,BDX,0.01186994358208182,0.2555023118232512,0.05332048710837122,0.012087960543466503,0.2640432544196357,0.030069758894769268,0.008451929606487326,0.09318749683833136,0.013986806340053278,0.0033972098718823545,0.2482999273427746,0.2731551690342283,0.04978935082930857,0.34022090373895264,0.006227405022696198,0.01646651862451964,0.2897564461231253,0.05188023491471543,0.26452838418590735,0.13464144027524866,0.035333653142124936,0.030762298056556687,0.010432202879114323,0.15997141677599155
CNC,20.82292229582888,0.5454342236555052,38.17677988057564,VNT,0.1074638239525288,Centene Corporation,Health Care,Managed Health Care,CNC,LB,AAL,SPG,UPS,PSA,UAL,HBI,WFC,HPQ,0.023260916100018472,0.3962109768795358,0.08103726780139141,0.04578782519236968,0.011646072151196493,0.06222133929581549,0.22254388392954882,0.26788822750975927,0.046225798179992804,0.03811506560307571,0.011813346536910681,0.2127211737999397,0.1194220281355184,0.5490876490872553,0.20224964440518486,0.1973652426074257,0.0059286556162153475,0.13201138216990102,6.793842835917495e-05,0.028131140698424355,0.0013559797815666044,0.11938815238535619,0.21892995925933798,0.09457190464822872
CNP,-9.12660617445088,0.5977631159382095,-15.267931277637231,KR,0.05935903901633117,CenterPoint Energy,Utilities,Multi-Utilities,CNP,CPB,AMT,VNT,LLY,AKAM,INTC,SJM,NLOK,MKTX,0.007171111392289689,0.22149823879082392,0.04107191115975474,0.2181744198266137,0.09036743942458209,0.29441504925861733,0.042629988662656486,0.025984179695061622,0.034105890914073136,0.09057102357875696,0.10644951949033452,0.056230577989549474,0.06091690218681205,0.24727742953785797,0.005762063204805855,0.007622050983164088,0.00044201688739067466,0.3261272823945221,0.2322051658077019,0.18074318679193177,0.10948069295315471,0.12060158906426194,0.0050198386018688815,0.011996113311198124
CERN,5.893216090050169,0.3177720361427429,18.545420678246657,VNT,0.1186287238555736,Cerner,Health Care,Health Care Technology,CERN,JKHY,INTC,KR,CLX,DLR,INCY,FE,VRTX,COG,0.022843446726316004,0.2437534406514652,0.16964231922749423,0.08587456307839718,0.056758837774861175,0.25242170621849214,0.29202549635126224,0.008960086130061252,0.019671858000955347,0.02412543077821855,0.032563274997313284,0.05795642744294456,0.10224732951570994,0.32369011680594695,0.08734924338155933,0.009556960430533386,0.2857681863463441,0.15408358331477331,0.044472028238508765,0.10606947105076713,0.01110671802464822,0.020167298938174857,0.03229209090852061,0.24913441936617026
CF,42.56006399152351,0.5959778620822481,71.41215588583388,CLX,0.03808516826578036,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,CF,MKTX,NLOK,AKAM,CCI,FE,SJM,EQIX,NFLX,CNC,-0.03257904208073058,0.27302000375835617,0.028491190789297533,0.09230658112205592,0.20554652540497662,0.15397473727879196,0.020110499117192714,0.003556535313556403,0.2147235102768575,0.04052717460206612,0.21009208683576344,0.03067115925944174,0.0541345771927665,0.34579293601864847,0.27314162410704523,0.02556352950391412,0.06869506330659951,0.02384127503989679,0.05189667626954195,0.01249628115695244,0.25509892376931126,0.01801580867590531,0.011881096002280003,0.2593697221685533
SCHW,29.64743970095768,0.5348396404153242,55.43239031036531,NEM,0.012018215675838934,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,SCHW,AMGN,NOC,CCI,INTC,IFF,AKAM,FE,EQIX,DPZ,0.0007419443379996539,0.28521182863715483,0.044757860857991265,0.04606495500510327,0.16167494454716413,0.07825522046843725,0.005466131884959269,0.0674609902665526,0.29032577659697006,0.04212448553658409,0.00752560757076724,0.25634402726547073,0.08926506049675426,0.350693134770351,0.13585801084593443,0.15692277870201166,0.08667507705178468,0.022512862945777142,0.23105124953925396,0.24057771119973484,0.0026375945963205694,0.031182859151787083,0.031092027118303094,0.06148982884909239
CHTR,-14.534034331180418,0.35529826798336517,-40.90657242342902,VNT,-0.020795449717010833,Charter Communications,Communication Services,Cable & Satellite,CHTR,VTRS,FANG,OMC,COP,CXO,RTX,XRX,NCLH,FLIR,0.04146050751051053,0.37718558529905294,0.23045375541482124,0.21220045679004654,0.017196730633979567,0.11726188724109364,0.045009540284625754,0.017697779179162234,0.08749785485538002,0.04388471301065393,0.0030397437305670753,0.22575753885966998,0.1609124855298642,0.5359558118767592,0.11636577197208686,0.03791179286485395,0.20145996615965822,0.08829611046789018,0.11073182885566625,0.08128800323271068,0.014066627107660733,0.0042563187421769825,0.02934839401734917,0.3162751865799471
CVX,32.68206428205539,0.6199389717727007,52.718196096950976,CLX,0.026769555790830995,Chevron Corp.,Energy,Integrated Oil & Gas,CVX,VAR,MKC,TT,GILD,AOS,TWTR,FB,PKI,FAST,0.013521825283472882,0.2898911909593747,0.022017500025924713,0.014054228946718936,0.15961770232682895,0.060211974524163714,0.20861669708817882,0.19995565121327846,0.0584342646081418,0.0682799999019917,0.09702137437764055,0.1117906069871322,0.05721066594083444,0.33780327844726676,0.1963150488271495,0.018421497202773106,0.04065188802871224,0.2417324335292858,0.18727852605396877,0.20894131952990672,0.013874357625622058,0.0002630669512115018,0.017328793916617805,0.0751930683347524
CMG,4.523312119583844,0.49740694095930893,9.093785685539679,K,-0.016026757759046065,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,CMG,LDOS,FOXA,TSN,ALL,FLIR,DAL,GE,BDX,RL,0.042579227816533886,0.3267843051039904,0.2025003800837036,0.05907577752979027,0.01702110971541463,0.2263292660053233,0.07759059309318693,0.10312188580135562,0.02058708423661253,0.03279385288307239,0.23319550707808703,0.02778454357345367,0.1020392680527131,0.378669392610007,0.06463707337924447,0.03304579488362326,0.1290369378806016,0.005726903163945268,0.0659875948018647,0.30755713092682324,0.03407348742625426,0.028163481676079034,0.19286637628324604,0.13890521957831814
CB,3.086033617912265,0.4906268771906956,6.289980760089492,VNT,0.09031319699696744,Chubb Limited,Financials,Property & Casualty Insurance,CB,AKAM,SJM,AMGN,AMT,EQIX,BAX,INTC,KMB,HRL,-0.016383237967082374,0.2686614065410838,0.12872880815932086,0.15231780669521627,0.23640853936719491,0.06176731701767861,0.004350629125318881,0.04934276952925012,0.048550679695445347,0.014652225629131732,0.11329227333801149,0.19058895144343163,0.054798624445036616,0.3224334673138501,0.0012554210172513072,0.01111732089490374,0.2542203635053768,0.10990074611565902,0.01228674939350665,0.03294341223983017,0.0683034295782512,0.34011806931838207,0.08383769743806314,0.08601679049877589
CHD,-7.795486403838703,0.32597056860427837,-23.914694008164478,AAL,-0.06936243964830714,Church & Dwight,Consumer Staples,Household Products,CHD,ALLE,DISCA,HIG,ETR,LVS,SO,CINF,CSCO,AEP,0.008807000685227724,0.311371752721199,0.34495849783906274,0.0500193538748413,0.16309649261331732,0.0038036139477547986,0.10367996321073752,0.05757216613024568,0.052728606407333824,0.007252996722493884,0.04958960244617369,0.16729870680803918,0.08518468565110553,0.378968356548919,0.06732961411397641,0.06404064189378371,0.3741216264905343,0.0044905578790204095,0.08530213791538563,0.019457145182915938,0.06873362558563702,0.06849973090158357,0.21826930716785536,0.02975561286930751
CI,15.131144378435547,0.5368109153929616,28.18710265486889,VNT,0.09523568033588409,CIGNA Corp.,Health Care,Managed Health Care,CI,NFLX,EBAY,CHRW,AMZN,K,AMT,AMGN,TSCO,BIIB,0.018291298798043712,0.2500899526450745,0.02587714330687232,0.014961591670129054,0.09223860150494112,0.27297292006642143,0.13727841524094345,0.27080374365007437,0.017614307630730817,0.01783940423997969,0.1317984061357845,0.018615466554123182,0.08440574047301165,0.31581605204085794,0.05036569425396376,0.003648481208438463,0.3045160452291499,0.16083199256132968,0.06632811362119698,0.0005064861555177253,0.017564596800451467,0.05093075548792749,0.12401270541882747,0.22129512926319705
CINF,17.511717193539,0.5960103202593323,29.381567060649903,VNT,-0.023322535017711907,Cincinnati Financial,Financials,Property & Casualty Insurance,CINF,HD,TMO,AOS,IDXX,ROL,IPGP,DGX,TYL,POOL,0.01492483130717793,0.29144552580254696,0.06033758057952881,0.038086708204488,0.13562481449870806,0.3054062225359812,0.018782893489997742,0.09199255176960053,0.025025754142765328,0.011801393720779678,0.3018291449074644,0.011112936150686255,0.06255285537052124,0.34027398000767733,0.07214476615077972,0.04447772611036849,0.22287972820152885,0.15460482405063067,0.006081429453347484,0.0028411139156457503,0.2974517650200861,0.13365667988302332,0.005032139512024062,0.060829827702565446
CTAS,-18.615951906105376,0.5273533298747681,-35.30071936878857,KR,-0.060883972807157884,Cintas Corporation,Industrials,Diversified Support Services,CTAS,BXP,VNO,OXY,CME,INCY,BDX,T,ESS,PSX,0.04350143021625453,0.3326106173275903,0.017401912802212975,0.016618349529968577,0.05278243833397355,0.00780965298079737,0.09020775910192771,0.38868253937913,0.16931537559418064,0.0927514949855716,0.0995131969806757,0.0649172803115619,0.12382262461190433,0.46482379433111815,0.069220744846521,0.015269297439050547,0.0006945088912181389,0.23658626532470486,0.2267211892840707,0.16945364483495606,0.17854609747044148,0.08560501443190932,0.004074011245447932,0.013829226231679877
CSCO,4.280255387926923,0.4187438984228689,10.221654343019233,VNT,0.12004792145546647,Cisco Systems,Information Technology,Communications Equipment,CSCO,PWR,BIIB,XEL,LB,TGT,DE,DG,TMO,REGN,0.06233395179853661,0.2886005421838447,0.0645953681108497,0.1464987643306548,0.03109221609274088,0.007232790774869523,0.0034141846404602077,0.07131792422235325,0.06854653030442175,0.2760393694312239,0.0862877136816828,0.24497513841074306,0.12201184397735244,0.3714604218161521,0.015191604383080247,0.04597014632993701,0.1938887829542938,0.009371780417872838,0.1564222134901374,0.22173555522861219,0.17707636855704845,0.07716069887265406,0.009880609424920727,0.09330224034144327
C,29.800528328767285,0.6817380073213833,43.71258167907718,CLX,-0.002469362489264416,Citigroup Inc.,Financials,Diversified Banks,C,POOL,PYPL,ETSY,NOW,CRM,AMD,DHR,CTLT,MSFT,0.025377307193382097,0.3796560719173706,0.07120856360584547,0.07387609132762467,0.011256275188249162,0.06112072070078788,0.061785308996036174,0.004631950876347714,0.03481928022369085,0.28905520370459376,0.055422780750436364,0.33682382462638794,0.08356805341470028,0.4134380961212679,0.13384289279435496,0.016536190595193723,0.007298673177432804,0.24246586188223293,0.04446889074369217,0.04343374899461808,0.04005243001972115,0.25980104747084976,0.12317397610343996,0.08892628821846439
CFG,39.779101709157274,0.7740763450549774,51.38911938502918,CLX,-0.018779043798179,Citizens Financial Group,Financials,Regional Banks,CFG,EQIX,AKAM,BAX,FE,INTC,HRL,NLOK,KMB,AMGN,-0.018937899576179324,0.26187110976012545,0.0016860230053583412,0.031942380046747064,0.18871283062259858,0.045542256694096346,0.011301051395134095,0.008639093285094634,0.2694741851007909,0.11162301380818727,0.22162979750670994,0.10944936853528282,0.09090699639906112,0.4088567621635845,0.23545361949102364,0.16560287636638304,0.010929068288093797,0.03745152761983791,0.06629271471838671,0.2595102980741452,0.00489667952152917,0.004501782254806727,0.022835419935494504,0.19252601373029937
CTXS,3.6318203324000042,0.41287005717372666,8.796521494586889,MRO,-0.09522659060065787,Citrix Systems,Information Technology,Application Software,CTXS,WLTW,EXPD,POOL,AAPL,BWA,DGX,LIN,NOW,ECL,0.009298338976387786,0.29386719879770673,0.28677612311244927,0.030326604009677523,0.2595780939923433,0.05145257081905515,0.018040015365943227,0.10494974457942188,0.17161612130760193,0.033750309184069925,0.0247070519800546,0.01880336564938311,0.013559210225798646,0.3356752928189651,0.04431030639264066,0.02934746500960534,0.10005086749261863,0.04758911639654254,0.042892398757135415,0.20506349867636212,0.2583303124703681,0.19069299784485919,0.00018448082401010854,0.08153855613585793
