,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
GLW,0.2832383760378352,0.49418833670253653,0.57313852837511,NEM,0.19195079317530483,Corning Inc.,Information Technology,Electronic Components,GLW,REGN,NLOK,LLY,DXCM,CLX,NEM,MKTX,FFIV,NFLX,0.3249151197138517,0.2343502202272382,0.03,0.0,0.16,0.15,0.0,0.29,0.04,0.01,0.22,0.09,0.3744162718450683,0.25628837232038154,0.01,0.07,0.15,0.19,0.11,0.11,0.19,0.0,0.08,0.1
CTVA,0.44082543804749924,0.498976180862107,0.883459882365251,CLX,0.1227439427782562,Corteva,Materials,Fertilizers & Agricultural Chemicals,CTVA,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,EA,CHD,0.3082403516060518,0.23418011601790156,0.04,0.06,0.05,0.28,0.21,0.04,0.07,0.07,0.09,0.07,0.39622829530662784,0.2678840908233968,0.1,0.07,0.12,0.03,0.13,0.18,0.18,0.18,0.02,0.0
COST,0.22392089732924195,0.27944505358027366,0.8013056393747124,CARR,-0.038795295960128685,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,COST,REGN,VNT,LLY,DXCM,NLOK,CLX,NEM,FFIV,MU,0.4328701151131759,0.18663798504888288,0.05,0.02,0.27,0.01,0.01,0.08,0.27,0.1,0.15,0.02,0.5016951183305052,0.2146868581153031,0.03,0.07,0.35,0.03,0.11,0.04,0.11,0.01,0.13,0.11
CCI,0.1713241973324674,0.41366571112455897,0.41416098246750727,VNT,0.0015754444409456308,Crown Castle International Corp.,Real Estate,Specialized REITs,CCI,MU,SIVB,KEYS,CAT,MS,FCX,AMAT,CTVA,ALXN,0.3024423606306372,0.34147652716413807,0.19,0.04,0.02,0.09,0.24,0.04,0.0,0.01,0.12,0.23,0.5048264581840284,0.4531507709413307,0.0,0.05,0.03,0.15,0.02,0.06,0.29,0.08,0.23,0.08
CSX,0.24062744486587126,0.4456422903767812,0.5399564854188901,KR,0.1542088507106182,CSX Corp.,Industrials,Railroads,CSX,REGN,CLX,DXCM,NLOK,NEM,LLY,EBAY,EA,NFLX,0.30895268410177,0.2371057607097526,0.02,0.04,0.3,0.03,0.25,0.01,0.06,0.07,0.13,0.07,0.41596001034845187,0.2756658319356617,0.01,0.0,0.02,0.06,0.03,0.25,0.17,0.25,0.02,0.2
CMI,0.2693335747106561,0.4185834439758304,0.643440581768943,DPZ,0.10402515043858267,Cummins Inc.,Industrials,Industrial Machinery,CMI,REGN,LLY,VNT,NLOK,DXCM,CLX,MU,NEM,FFIV,0.4447456963028895,0.19956663215668202,0.07,0.03,0.1,0.26,0.09,0.02,0.24,0.05,0.03,0.11,0.5370795141453657,0.21348401654489987,0.03,0.09,0.03,0.42,0.04,0.05,0.04,0.07,0.04,0.2
CVS,0.051264189797138364,0.3844465102357156,0.13334544190739764,VNT,-0.1153680078002669,CVS Health,Health Care,Health Care Services,CVS,NVDA,WST,CHD,DG,ROL,EBAY,AMZN,PGR,TSCO,0.34996873815728624,0.2533114308073344,0.06,0.01,0.05,0.18,0.17,0.04,0.22,0.08,0.13,0.04,0.5013046461868216,0.2787545456874377,0.0,0.02,0.25,0.04,0.1,0.2,0.02,0.23,0.03,0.1
DHI,0.22844473506769064,0.579772449427931,0.3940248200705294,KR,0.05460341284021838,D. R. Horton,Consumer Discretionary,Homebuilding,DHI,REGN,LLY,VNT,MU,NLOK,FFIV,CLX,DXCM,KEYS,0.41940711810979314,0.20151796275346767,0.0,0.1,0.0,0.24,0.01,0.11,0.16,0.27,0.03,0.08,0.438241238399248,0.20342645353736397,0.02,0.11,0.05,0.26,0.01,0.15,0.12,0.16,0.05,0.06
DHR,0.4139818639246939,0.3254990363686459,1.2718374485626318,VNT,0.0444070818230501,Danaher Corp.,Health Care,Health Care Equipment,DHR,VNT,REGN,LLY,MU,NLOK,DXCM,FFIV,CLX,ANET,0.47505951718859574,0.19549268750725163,0.02,0.33,0.03,0.03,0.01,0.12,0.08,0.05,0.31,0.01,0.47505951718859574,0.19549268750725163,0.02,0.33,0.03,0.03,0.01,0.12,0.08,0.05,0.31,0.01
DRI,0.05171673969479165,0.7958747619042339,0.06498100225097303,CAG,-0.13526478868506606,Darden Restaurants,Consumer Discretionary,Restaurants,DRI,LLY,NFLX,NEM,MKTX,EBAY,NLOK,AMZN,DXCM,EA,0.38504269445678574,0.2556771531643667,0.01,0.17,0.07,0.14,0.08,0.17,0.14,0.13,0.01,0.06,0.42252635398392546,0.2645352012542325,0.01,0.16,0.01,0.15,0.0,0.22,0.11,0.25,0.06,0.03
DVA,0.4521151418175089,0.3996683359672684,1.1312258218387752,VNT,0.13434515193735375,DaVita Inc.,Health Care,Health Care Facilities,DVA,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,CHD,EA,0.3315356304846618,0.23366166867213872,0.08,0.03,0.0,0.14,0.16,0.14,0.09,0.16,0.11,0.07,0.37061614118997954,0.24173506736053324,0.13,0.02,0.05,0.12,0.21,0.14,0.1,0.2,0.0,0.02
DE,0.5103395289462481,0.4451920257015883,1.1463357371282479,CLX,0.1628567844447843,Deere & Co.,Industrials,Agricultural & Farm Machinery,DE,REGN,DXCM,NLOK,CLX,LLY,NEM,EA,EBAY,MKTX,0.3500765001739041,0.2349098985352293,0.1,0.03,0.0,0.23,0.22,0.08,0.1,0.01,0.19,0.02,0.41563720923700603,0.2677856084882056,0.23,0.03,0.09,0.11,0.08,0.11,0.2,0.0,0.16,0.0
DAL,-0.3410185247985838,0.7850062644130995,-0.4344150362335544,CTXS,-0.14489614940964954,Delta Air Lines Inc.,Industrials,Airlines,DAL,IPGP,ADSK,MNST,JBHT,ANSS,UPS,PKI,LOW,HOLX,0.3156527232270278,0.3111881782440084,0.01,0.0,0.07,0.04,0.21,0.12,0.23,0.21,0.0,0.08,0.37066591756186534,0.32394781081436513,0.0,0.1,0.09,0.22,0.1,0.04,0.06,0.25,0.04,0.1
XRAY,0.02480722317642507,0.46741500518878754,0.05307322807577712,KR,-0.06448081124248632,Dentsply Sirona,Health Care,Health Care Supplies,XRAY,ATVI,DG,WST,TSCO,EBAY,NVDA,LLY,MKTX,CHD,0.31594262128152073,0.2504272762562574,0.17,0.15,0.13,0.1,0.03,0.16,0.01,0.03,0.02,0.18,0.4953947332249718,0.2906507783458605,0.03,0.05,0.06,0.28,0.28,0.16,0.04,0.08,0.01,0.01
DVN,-0.1258810513317583,0.9680034424272308,-0.13004194594196533,CTXS,-0.10436713438416169,Devon Energy,Energy,Oil & Gas Exploration & Production,DVN,TYL,MNST,ENPH,BLL,FDX,ANSS,NEE,LOW,NDAQ,0.3615440538617478,0.3185728034992947,0.01,0.23,0.25,0.02,0.07,0.07,0.04,0.17,0.07,0.06,0.8857827804132419,0.5144658171868687,0.0,0.07,0.03,0.38,0.06,0.0,0.28,0.04,0.01,0.11
DXCM,0.46826316239271965,0.540264244066468,0.8667298780837138,AAL,0.04466751496486721,DexCom,Health Care,Health Care Equipment,DXCM,MU,SIVB,CTVA,MS,KEYS,CAT,TT,AMAT,CARR,0.5778445659162239,0.336722283345295,0.21,0.01,0.01,0.02,0.05,0.14,0.15,0.19,0.02,0.19,0.7753220482315374,0.3712329155279521,0.07,0.01,0.01,0.05,0.06,0.14,0.21,0.05,0.02,0.38
FANG,-0.3267514260106632,1.0551913925214553,-0.3096608144517435,KR,-0.18670016614169427,Diamondback Energy,Energy,Oil & Gas Exploration & Production,FANG,BLK,KLAC,JBHT,XLNX,ALGN,NKE,MXIM,TXN,HOLX,0.33093496970899183,0.34759323340265236,0.01,0.07,0.02,0.22,0.17,0.01,0.16,0.15,0.01,0.17,0.4589196599396867,0.4167474661759242,0.0,0.04,0.15,0.06,0.0,0.24,0.13,0.19,0.08,0.11
DLR,0.18277746527219665,0.4195499787819443,0.4356512323104964,VNT,0.06700965349096379,Digital Realty Trust Inc,Real Estate,Specialized REITs,DLR,MS,KEYS,SIVB,AMAT,FFIV,CTVA,ALB,ANET,CAT,0.3050171611172714,0.3320266269572739,0.25,0.02,0.16,0.0,0.02,0.24,0.05,0.02,0.05,0.19,0.586911170426305,0.42863942850126624,0.07,0.08,0.01,0.03,0.0,0.12,0.15,0.39,0.09,0.06
DFS,0.14472846261674116,0.8252806651264059,0.17536877904994116,CLX,-0.03393211624255125,Discover Financial Services,Financials,Consumer Finance,DFS,LLY,NFLX,EBAY,AMZN,MKTX,NEM,EA,ATVI,TSCO,0.39848407794003093,0.26548294906237446,0.01,0.11,0.03,0.14,0.11,0.08,0.13,0.11,0.11,0.15,0.4467969929797432,0.2746139709428587,0.01,0.12,0.01,0.24,0.2,0.04,0.09,0.0,0.04,0.25
DISCA,0.11702955865224605,0.5039922920071108,0.2322050565221638,CLX,-0.029943410478323884,"Discovery, Inc. (Class A)",Communication Services,Broadcasting,DISCA,POOL,MSCI,CHRW,ABT,PYPL,PGR,CDNS,ETSY,CTLT,0.31447325221780137,0.2914197723435905,0.21,0.09,0.01,0.23,0.17,0.03,0.18,0.06,0.02,0.0,0.7161971587648772,0.37501255714250337,0.05,0.01,0.0,0.08,0.0,0.16,0.21,0.18,0.25,0.05
DISCK,0.06631966855868732,0.5014914192033427,0.13224487203398447,KR,-0.05664676510814224,"Discovery, Inc. (Class C)",Communication Services,Broadcasting,DISCK,IDXX,NDAQ,LOW,UPS,COST,CHTR,TTWO,AAPL,TYL,0.2884716885886264,0.2650693531384397,0.08,0.05,0.08,0.0,0.05,0.35,0.14,0.09,0.05,0.1,0.4492920387344739,0.31846383470666506,0.01,0.27,0.01,0.05,0.02,0.08,0.01,0.24,0.15,0.16
DISH,-0.03658618926287926,0.6160748975232291,-0.05938594383566777,VNT,0.19833061101011626,Dish Network,Communication Services,Cable & Satellite,DISH,DXCM,NFLX,NLOK,MKTX,DG,LLY,CLX,BIO,ENPH,0.33602400007579714,0.24958746507637286,0.01,0.01,0.1,0.22,0.1,0.15,0.08,0.19,0.13,0.0,0.7209174904474271,0.36427242604969745,0.0,0.07,0.09,0.2,0.02,0.02,0.12,0.18,0.04,0.25
DG,0.3064191189685765,0.3014955209580257,1.0163305842650852,FANG,-0.11435112299587154,Dollar General,Consumer Discretionary,General Merchandise Stores,DG,VNT,MU,FFIV,MS,LLY,AMAT,ANET,KEYS,REGN,0.45896569828692535,0.2315606284327055,0.17,0.24,0.01,0.12,0.02,0.15,0.0,0.14,0.01,0.13,0.5668538511082079,0.25194706367277947,0.05,0.45,0.0,0.09,0.1,0.01,0.03,0.19,0.05,0.02
DLTR,0.12787720714283027,0.4627551335915912,0.276338819086315,MRO,0.08831788124785474,Dollar Tree,Consumer Discretionary,General Merchandise Stores,DLTR,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,CHD,MKTX,0.29875589538041014,0.23898248021434962,0.09,0.07,0.17,0.15,0.0,0.17,0.15,0.03,0.14,0.01,0.36685092821922927,0.2567353891517061,0.04,0.01,0.14,0.16,0.12,0.13,0.18,0.19,0.01,0.01
D,-0.0759737429999252,0.43383284799519733,-0.1751221544219405,VNT,0.020914104174415957,Dominion Energy,Utilities,Electric Utilities,D,XLNX,KEYS,EA,AMD,PYPL,NEM,FFIV,AMZN,REGN,0.31774857872733414,0.27157772042798023,0.07,0.01,0.15,0.13,0.02,0.0,0.16,0.16,0.15,0.13,0.5035321895164444,0.33128359081300396,0.0,0.06,0.02,0.02,0.16,0.16,0.21,0.08,0.26,0.03
DPZ,0.23688102710501532,0.40619201238166064,0.5831750007000147,RCL,-0.15502010834175928,Domino's Pizza,Consumer Discretionary,Restaurants,DPZ,MU,MS,VNT,SIVB,KEYS,AMAT,ANET,CTVA,FFIV,0.43517195264304653,0.26123998200697457,0.25,0.06,0.01,0.23,0.0,0.09,0.02,0.04,0.07,0.25,0.54151237754154,0.2987014729823589,0.0,0.08,0.16,0.37,0.04,0.13,0.03,0.11,0.01,0.07
DOV,0.1106602851044489,0.45146531912965954,0.2451135899381622,KR,0.0917434813165593,Dover Corporation,Industrials,Industrial Machinery,DOV,CLX,DXCM,NLOK,NEM,LLY,REGN,NFLX,MKTX,EBAY,0.3304368639899658,0.24104611250609637,0.04,0.27,0.0,0.07,0.12,0.18,0.06,0.05,0.05,0.13,0.37354607135154927,0.24762076075269188,0.0,0.12,0.05,0.17,0.16,0.11,0.05,0.15,0.01,0.17
DOW,0.10827867805870336,0.6090382166961343,0.17778634425617093,CLX,0.1030097748058339,Dow Inc.,Materials,Commodity Chemicals,DOW,NLOK,CLX,DXCM,REGN,NEM,LLY,NFLX,MKTX,EBAY,0.3469652739905781,0.24250550802856247,0.01,0.27,0.16,0.04,0.04,0.12,0.09,0.05,0.05,0.16,0.39706197932361065,0.26342847471464764,0.01,0.12,0.07,0.11,0.02,0.11,0.19,0.17,0.01,0.19
DTE,0.006260955854992419,0.4631180968149481,0.013519134531886282,VNT,0.06889614510744894,DTE Energy Co.,Utilities,Multi-Utilities,DTE,NEM,LLY,NLOK,DXCM,VNT,CLX,NFLX,MKTX,ATVI,0.41997638038756663,0.2083173144150946,0.06,0.07,0.09,0.13,0.03,0.23,0.2,0.02,0.12,0.04,0.49388695775798036,0.21018240791564927,0.02,0.15,0.01,0.14,0.08,0.31,0.09,0.12,0.06,0.01
DUK,0.055426316079509624,0.39824347331787824,0.139176960309575,CARR,0.12856577056621077,Duke Energy,Utilities,Electric Utilities,DUK,EBAY,EA,NFLX,ATVI,AMZN,TSCO,ABMD,LLY,MKTX,0.3727477601310876,0.26474526996054626,0.09,0.19,0.17,0.09,0.05,0.03,0.11,0.14,0.03,0.07,0.4609289790558354,0.27526009145415115,0.02,0.15,0.04,0.12,0.03,0.19,0.12,0.19,0.13,0.0
DRE,0.13529748104243097,0.4530770037894821,0.2986191749102668,VNT,0.1484296730196836,Duke Realty Corp,Real Estate,Industrial REITs,DRE,VNT,REGN,LLY,CLX,DXCM,NLOK,MU,NEM,FFIV,0.41353514090963067,0.20427905140703156,0.03,0.2,0.08,0.13,0.19,0.0,0.05,0.01,0.09,0.21,0.4875949267875035,0.21848896370688162,0.06,0.29,0.03,0.19,0.02,0.04,0.04,0.01,0.17,0.16
DD,0.23870653324252478,0.5010841869339215,0.4763800963330005,DPZ,0.08750575925187602,DuPont de Nemours Inc,Materials,Specialty Chemicals,DD,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,AMZN,CHD,0.32087693127118316,0.23854733614378504,0.02,0.02,0.26,0.24,0.07,0.16,0.06,0.04,0.02,0.09,0.41296536074204065,0.2675197702033614,0.0,0.01,0.09,0.18,0.11,0.08,0.2,0.11,0.23,0.0
DXC,-0.22160384169879369,0.9098642940275298,-0.24355702619987482,KR,-0.03622930459009307,DXC Technology,Information Technology,IT Consulting & Other Services,DXC,ABT,CMG,TMO,DHR,TTWO,FAST,TSLA,COST,AAPL,0.3667515841446756,0.2767185183815102,0.0,0.02,0.11,0.14,0.18,0.05,0.17,0.01,0.26,0.04,0.9722284780315109,0.4291456844409341,0.03,0.05,0.04,0.19,0.09,0.15,0.01,0.32,0.02,0.11
EMN,0.2968145083813928,0.5020857021257308,0.5911630367579466,CLX,0.014336506619283634,Eastman Chemical,Materials,Diversified Chemicals,EMN,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,EBAY,EA,0.33750808646015673,0.2373969976689434,0.11,0.05,0.21,0.18,0.0,0.08,0.1,0.07,0.15,0.04,0.387501407236109,0.25701586482010913,0.05,0.03,0.11,0.12,0.08,0.14,0.14,0.18,0.15,0.01
ETN,0.27622706581250844,0.49325422213910225,0.5600095314229462,CLX,0.12764997798241362,Eaton Corporation,Industrials,Electrical Components & Equipment,ETN,REGN,DXCM,CLX,NLOK,LLY,NEM,EA,MKTX,EBAY,0.3254842806132251,0.24158415153289675,0.05,0.06,0.02,0.17,0.16,0.06,0.13,0.17,0.0,0.17,0.3799449965288794,0.2612156740802373,0.01,0.06,0.09,0.08,0.17,0.17,0.18,0.02,0.04,0.2
EBAY,0.42353778255501284,0.37063518048234967,1.142734971903679,VNT,-0.010107047019724666,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,EBAY,VNT,MU,KEYS,ANET,SIVB,CTVA,FFIV,AMAT,MS,0.4614476097452387,0.2693389910621642,0.24,0.2,0.02,0.13,0.0,0.02,0.09,0.22,0.04,0.03,0.5218709760594958,0.2841178243170473,0.2,0.25,0.01,0.04,0.13,0.05,0.19,0.07,0.06,0.0
ECL,0.12319669772952033,0.4665773086438571,0.2640434831423779,KR,0.14433038359698117,Ecolab Inc.,Materials,Specialty Chemicals,ECL,REGN,CLX,NLOK,NEM,DXCM,UPS,CHD,LLY,NFLX,0.3104317625899403,0.23631508508670115,0.05,0.04,0.22,0.23,0.15,0.03,0.08,0.06,0.1,0.03,0.35080638799393243,0.24416907060310186,0.01,0.01,0.19,0.17,0.18,0.08,0.02,0.03,0.21,0.08
EIX,-0.11376474546576892,0.44036521200394324,-0.2583418089455037,KR,0.12697370122841534,Edison Int'l,Utilities,Electric Utilities,EIX,MTD,PKI,TGT,IPGP,ADSK,FDX,QCOM,HOLX,ENPH,0.31862219197130287,0.3131707174900153,0.16,0.12,0.19,0.18,0.09,0.02,0.01,0.04,0.18,0.0,0.974124782208285,0.5350067680195093,0.04,0.18,0.0,0.08,0.01,0.11,0.01,0.17,0.01,0.39
EW,0.10536216706900639,0.4252975883735352,0.24773751356536663,KR,0.09349237198044234,Edwards Lifesciences,Health Care,Health Care Equipment,EW,REGN,CLX,DXCM,NLOK,LLY,NEM,MKTX,EBAY,NFLX,0.31361403540582283,0.23749692269593004,0.09,0.03,0.23,0.0,0.26,0.14,0.14,0.01,0.08,0.01,0.3926135500998065,0.25912162688980117,0.0,0.02,0.02,0.1,0.13,0.24,0.14,0.01,0.15,0.16
EA,0.2518419963095763,0.3540475498686532,0.7113225226470462,MAR,-0.0625055858206733,Electronic Arts,Communication Services,Interactive Home Entertainment,EA,MU,CTVA,SIVB,TT,KEYS,BLL,CAT,ANET,LB,0.3280244508419321,0.30184976427858906,0.33,0.02,0.04,0.03,0.13,0.09,0.2,0.06,0.09,0.01,0.42625330581494497,0.3524448547885446,0.26,0.02,0.14,0.06,0.06,0.04,0.11,0.0,0.18,0.13
EMR,0.10354932087095162,0.5256206111856664,0.19700392006578793,CLX,0.05035666420260619,Emerson Electric Company,Industrials,Electrical Components & Equipment,EMR,NLOK,CLX,DXCM,NEM,LLY,REGN,NFLX,MKTX,AMZN,0.3344838841024944,0.24407749371347623,0.09,0.14,0.16,0.09,0.15,0.11,0.1,0.02,0.01,0.1,0.3972589968543345,0.26153808156405856,0.01,0.11,0.12,0.07,0.14,0.19,0.02,0.02,0.08,0.24
ENPH,1.8326937679584607,0.9862199307302434,1.8583012884372034,KR,0.0194791534481542,Enphase Energy,Information Technology,Semiconductor Equipment,ENPH,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,CHD,EA,0.32599277194433574,0.23798495645131276,0.0,0.02,0.05,0.21,0.2,0.07,0.08,0.18,0.05,0.13,0.7365475429758996,0.3683083293318208,0.27,0.09,0.01,0.2,0.1,0.06,0.17,0.05,0.03,0.02
ETR,-0.17312587665764728,0.455328786353769,-0.3802216812251722,CARR,0.13686277375965286,Entergy Corp.,Utilities,Electric Utilities,ETR,A,LOW,XLNX,FFIV,QCOM,MTD,CHTR,PKI,NDAQ,0.31806605057515314,0.29741659052363845,0.06,0.04,0.0,0.07,0.15,0.09,0.07,0.24,0.25,0.0,0.40004819190239166,0.3323264463699907,0.0,0.07,0.0,0.1,0.07,0.17,0.21,0.03,0.27,0.08
EOG,-0.21830115653384838,0.7525163552281728,-0.2900948996220243,DPZ,-0.08860033914167852,EOG Resources,Energy,Oil & Gas Exploration & Production,EOG,LRCX,ALB,FCX,AVGO,MXIM,QRVO,TXN,ALGN,JBHT,0.29590306385312404,0.3864366583296938,0.11,0.01,0.01,0.0,0.07,0.26,0.01,0.18,0.05,0.29,0.6319808185267811,0.4652401115674232,0.0,0.13,0.24,0.12,0.05,0.08,0.04,0.0,0.19,0.14
EFX,0.23535883527690066,0.40669841319059225,0.5787060574701671,VNT,-0.10223157404202628,Equifax Inc.,Industrials,Research & Consulting Services,EFX,REGN,NLOK,NEM,CLX,DXCM,FDX,UPS,CHRW,CHD,0.2827136565370228,0.22430000203867773,0.02,0.04,0.21,0.14,0.23,0.02,0.0,0.11,0.18,0.03,0.33085238268048467,0.2481339791607016,0.02,0.07,0.2,0.16,0.22,0.08,0.14,0.07,0.04,0.0
EQIX,0.22373442611776062,0.3942032285155838,0.5675611205931964,VNT,0.028647612615504924,Equinix,Real Estate,Specialized REITs,EQIX,MU,KEYS,FFIV,AMAT,MS,SIVB,ANET,CTVA,ALB,0.3536672581797904,0.3489984693132292,0.19,0.04,0.21,0.09,0.04,0.0,0.0,0.19,0.19,0.02,0.5688665691586713,0.41803571969622333,0.03,0.02,0.09,0.19,0.12,0.01,0.04,0.11,0.08,0.32
EQR,-0.21168579565138215,0.49155388825083807,-0.430646162528898,KR,0.06773605232706136,Equity Residential,Real Estate,Residential REITs,EQR,MS,AMAT,SIVB,CTVA,FFIV,KEYS,ANET,CAT,MU,0.3070559161244864,0.35622349499274303,0.04,0.06,0.04,0.02,0.01,0.26,0.24,0.05,0.21,0.05,0.4150295485345834,0.3979752084534659,0.0,0.01,0.09,0.16,0.2,0.11,0.08,0.22,0.12,0.0
ESS,-0.1652993970573162,0.49236358627730603,-0.33572628371468816,KR,0.04665751562977056,"Essex Property Trust, Inc.",Real Estate,Residential REITs,ESS,ABBV,CAT,ALB,KSU,KEYS,TT,CTVA,ANET,DVA,0.2969954639817137,0.31684238166450507,0.11,0.2,0.0,0.01,0.01,0.19,0.1,0.05,0.13,0.18,0.5213404511022595,0.3682365480009071,0.01,0.15,0.02,0.26,0.05,0.04,0.04,0.01,0.17,0.26
EL,0.18920948584090677,0.39952561705541173,0.4735853666541352,KR,0.09858647628162741,Estée Lauder Companies,Consumer Staples,Personal Products,EL,REGN,DXCM,CLX,NLOK,LLY,NEM,EBAY,EA,NFLX,0.3244531521802338,0.23403136183494785,0.14,0.01,0.02,0.21,0.19,0.12,0.1,0.06,0.03,0.11,0.39684171509005006,0.2620898718864202,0.0,0.03,0.02,0.07,0.09,0.13,0.24,0.21,0.0,0.21
ETSY,1.425507078971736,0.6983950956707634,2.041118398179226,OTIS,0.030552332344603052,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,ETSY,REGN,MU,NLOK,DXCM,LLY,CLX,FFIV,NEM,MS,0.3357175160163063,0.23991705979089517,0.01,0.08,0.02,0.2,0.04,0.17,0.24,0.18,0.03,0.02,0.6769314642795893,0.3355473592548217,0.3,0.07,0.0,0.07,0.02,0.13,0.05,0.09,0.22,0.04
EVRG,-0.10683496603260476,0.4796459578454505,-0.22273713409887355,VNT,0.008111858044711394,Evergy,Utilities,Electric Utilities,EVRG,MS,ANET,FFIV,ABBV,AMAT,MU,SIVB,CTVA,KEYS,0.25671340058697545,0.3362494416001154,0.17,0.0,0.09,0.3,0.13,0.02,0.03,0.02,0.03,0.21,0.40557316849505837,0.38294316750140234,0.0,0.02,0.25,0.24,0.04,0.07,0.04,0.14,0.16,0.02
ES,0.10039299932189782,0.43624943045191616,0.230127519519967,CARR,0.039841087731938396,Eversource Energy,Utilities,Multi-Utilities,ES,REGN,DXCM,LLY,CLX,NEM,NLOK,MKTX,ATVI,FFIV,0.32251191835023396,0.23197959979905106,0.01,0.06,0.05,0.08,0.26,0.11,0.22,0.01,0.06,0.13,0.371844826998888,0.25748401114629277,0.0,0.02,0.13,0.18,0.18,0.19,0.01,0.0,0.18,0.1
RE,-0.13769170584996535,0.48152715245697486,-0.2859479577577264,CLX,0.12982723609340005,Everest Re Group Ltd.,Financials,Reinsurance,RE,TSLA,FAST,DHR,COST,ENPH,AAPL,CMG,IDXX,TMO,0.39462731716811605,0.291747115617087,0.06,0.0,0.06,0.23,0.19,0.02,0.0,0.11,0.11,0.22,1.0860448961951912,0.437259199695445,0.01,0.28,0.1,0.09,0.12,0.14,0.01,0.01,0.11,0.12
EXC,0.006356134061306764,0.4705540964188028,0.013507764802560924,VNT,0.12808250302911983,Exelon Corp.,Utilities,Multi-Utilities,EXC,ETSY,CHRW,ROL,MSFT,TTWO,TMUS,ADBE,PYPL,BIO,0.36947099235817293,0.28670955320768887,0.0,0.0,0.24,0.15,0.11,0.18,0.09,0.07,0.02,0.12,0.7042377696333924,0.36312783875630456,0.01,0.24,0.03,0.24,0.05,0.05,0.21,0.0,0.09,0.08
EXPE,0.1941881627224871,0.6831367255428837,0.2842595859096394,GIS,-0.18733724682615335,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,EXPE,NEM,DXCM,NLOK,CLX,LLY,NFLX,MKTX,EBAY,AMZN,0.35633042058804654,0.23545370217338446,0.05,0.12,0.02,0.17,0.25,0.06,0.05,0.03,0.09,0.15,0.40327842973975964,0.25223269246482666,0.02,0.15,0.0,0.14,0.05,0.16,0.1,0.01,0.18,0.18
EXPD,0.19528475838145865,0.3135190442452045,0.6228800513589396,VNT,0.1150700068420179,Expeditors,Industrials,Air Freight & Logistics,EXPD,REGN,VNT,LLY,NLOK,CLX,DXCM,MU,FFIV,NEM,0.42500598467552575,0.18896724360187583,0.1,0.01,0.26,0.03,0.08,0.26,0.02,0.0,0.2,0.04,0.46161605936758077,0.19836432838676088,0.02,0.06,0.28,0.1,0.14,0.19,0.06,0.03,0.09,0.03
EXR,0.10838930418298662,0.4054692930237442,0.26731815712771956,VNT,0.07904620819785894,Extra Space Storage,Real Estate,Specialized REITs,EXR,LLY,DXCM,CLX,REGN,NLOK,NEM,MKTX,EA,VNT,0.4247385023163321,0.20067272179764112,0.13,0.04,0.0,0.08,0.0,0.24,0.07,0.05,0.09,0.29,0.4944474362169612,0.21163819540924828,0.03,0.02,0.05,0.08,0.11,0.16,0.14,0.05,0.05,0.34
XOM,-0.2772477754437902,0.5148197205845741,-0.538533712595503,CLX,-0.0004172221777559248,Exxon Mobil Corp.,Energy,Integrated Oil & Gas,XOM,ABBV,OTIS,ANET,CAT,ALXN,CTVA,KEYS,KSU,SIVB,0.35366870858788824,0.2892680486403709,0.0,0.17,0.22,0.11,0.12,0.19,0.08,0.04,0.05,0.01,0.383351202282475,0.3037234072513317,0.0,0.16,0.25,0.18,0.04,0.07,0.16,0.09,0.03,0.02
FFIV,0.3124532725227986,0.4029285458525336,0.7754557867368181,CLX,-0.10678379012407209,F5 Networks,Information Technology,Communications Equipment,FFIV,REGN,NLOK,CLX,DXCM,CHD,NEM,CHRW,PGR,UPS,0.27610947004527914,0.22241235862795755,0.17,0.05,0.13,0.15,0.0,0.12,0.1,0.16,0.03,0.07,0.328532347056003,0.23969982485394922,0.14,0.05,0.15,0.18,0.11,0.0,0.18,0.04,0.11,0.03
FB,0.21888578529562092,0.44811856901489533,0.4884550662044652,VNT,-0.07156518321538433,"Facebook, Inc.",Communication Services,Interactive Media & Services,FB,VNT,LLY,REGN,MU,NLOK,FFIV,KEYS,ANET,CLX,0.43291158446954253,0.20429197463853357,0.03,0.27,0.01,0.05,0.01,0.18,0.03,0.1,0.06,0.25,0.5019934530426922,0.23205402104595235,0.06,0.37,0.01,0.03,0.11,0.19,0.12,0.06,0.05,0.0
