,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
CTVA,0.46186927358504065,0.49724764182219816,0.9288516118296488,CLX,0.1212421806799288,Corteva,Materials,Fertilizers & Agricultural Chemicals,CTVA,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,EA,NFLX,0.3561787494576213,0.23852877062268396,0.17,0.05,0.02,0.33,0.16,0.06,0.07,0.08,0.0,0.04,0.4140386930377655,0.2529669467284058,0.06,0.04,0.06,0.11,0.1,0.15,0.14,0.16,0.01,0.16
COST,0.2094937663848843,0.2799506661916048,0.7483238716120856,CARR,0.0006778958726701371,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,COST,REGN,VNT,LLY,DXCM,NLOK,CLX,NEM,FFIV,MU,0.3954570437292769,0.19094981950659257,0.17,0.03,0.23,0.04,0.0,0.19,0.16,0.09,0.09,0.0,0.4702542257497058,0.20358927541219318,0.03,0.01,0.33,0.13,0.02,0.14,0.07,0.05,0.12,0.09
CCI,0.19603521208304253,0.4129717117722418,0.47469404439778673,VNT,-0.021349191662982707,Crown Castle International Corp.,Real Estate,Specialized REITs,CCI,AES,MU,SIVB,KEYS,MS,FCX,AMAT,CTVA,ALB,0.3874003014919972,0.3871777054602361,0.28,0.06,0.02,0.08,0.23,0.0,0.06,0.0,0.25,0.02,0.6493755052130421,0.4756732147502611,0.02,0.1,0.01,0.01,0.2,0.01,0.25,0.04,0.07,0.3
CSX,0.24501482029543542,0.4448101443568716,0.5508301089888359,KR,0.1546784533063286,CSX Corp.,Industrials,Railroads,CSX,REGN,CLX,DXCM,NLOK,NEM,LLY,EBAY,EA,NFLX,0.3594729840961097,0.2347218636172541,0.01,0.03,0.23,0.02,0.21,0.09,0.14,0.19,0.02,0.04,0.427902628054192,0.2639011208441492,0.0,0.02,0.01,0.01,0.21,0.12,0.2,0.19,0.02,0.22
CMI,0.25988044120372217,0.4180002206596534,0.6217232153456769,NFLX,0.1006206825697295,Cummins Inc.,Industrials,Industrial Machinery,CMI,REGN,LLY,NLOK,VNT,DXCM,CLX,NEM,MU,FFIV,0.41368071787356064,0.19911044186837537,0.03,0.1,0.0,0.21,0.26,0.02,0.15,0.0,0.02,0.2,0.4860035338816167,0.2161289166337526,0.01,0.15,0.14,0.1,0.32,0.12,0.08,0.07,0.01,0.0
CVS,0.04774897057814593,0.3837066601700558,0.1244413390087729,VNT,-0.09720812889572082,CVS Health,Health Care,Health Care Services,CVS,AMZN,NVDA,DG,WST,ROL,NFLX,EBAY,ADBE,PGR,0.3277300545923239,0.2621694945821366,0.18,0.07,0.01,0.21,0.1,0.02,0.0,0.12,0.04,0.23,0.5235746038974457,0.2911040308939935,0.02,0.22,0.07,0.03,0.23,0.18,0.03,0.17,0.02,0.02
DHI,0.31717358430444964,0.5810133998986918,0.5458971933517428,KR,0.050088060819876094,D. R. Horton,Consumer Discretionary,Homebuilding,DHI,REGN,LLY,VNT,MU,NLOK,FFIV,CLX,DXCM,KEYS,0.44899374748533083,0.21108254665651022,0.04,0.07,0.0,0.31,0.03,0.12,0.14,0.13,0.08,0.08,0.4953930824089469,0.23054964813027004,0.02,0.07,0.08,0.34,0.09,0.03,0.11,0.09,0.17,0.01
DHR,0.4111440030711782,0.3249098231002634,1.2654095808740875,VNT,0.047586844348627595,Danaher Corp.,Health Care,Health Care Equipment,DHR,VNT,REGN,LLY,MU,NLOK,DXCM,FFIV,CLX,AES,0.42181844704199156,0.2029320683908304,0.02,0.25,0.02,0.01,0.05,0.15,0.05,0.2,0.25,0.01,0.5263739029175232,0.22420737573589988,0.09,0.39,0.01,0.17,0.02,0.12,0.13,0.01,0.04,0.03
DRI,0.07742400769980583,0.7947687508180977,0.09741702554373102,VNT,-0.1358660896114732,Darden Restaurants,Consumer Discretionary,Restaurants,DRI,LLY,NEM,NFLX,NLOK,EBAY,DXCM,AMZN,EA,ATVI,0.3879612298044838,0.2540692830884464,0.03,0.09,0.16,0.04,0.21,0.22,0.01,0.1,0.13,0.0,0.44141251384747937,0.26277282233138,0.0,0.11,0.13,0.06,0.14,0.15,0.04,0.19,0.01,0.16
DVA,0.4663875916871981,0.3988465439937597,1.1693409375373582,NEM,0.13761596398352482,DaVita Inc.,Health Care,Health Care Facilities,DVA,REGN,DXCM,CLX,NLOK,NEM,EBAY,LLY,EA,CHRW,0.32797153769041937,0.22426393913193884,0.11,0.08,0.0,0.22,0.14,0.07,0.04,0.08,0.03,0.22,0.39781807418676746,0.24641123320650343,0.17,0.01,0.05,0.06,0.13,0.2,0.15,0.16,0.01,0.05
DE,0.5102507891865038,0.4444246814972015,1.1481153284906316,CLX,0.16318400395105945,Deere & Co.,Industrials,Agricultural & Farm Machinery,DE,REGN,DXCM,NLOK,CLX,LLY,NEM,EA,EBAY,NFLX,0.3551863204177589,0.2395525813198197,0.1,0.03,0.04,0.23,0.22,0.01,0.18,0.1,0.07,0.01,0.4360313031757758,0.26118997298695396,0.17,0.03,0.04,0.05,0.11,0.15,0.16,0.02,0.14,0.14
DAL,-0.3147851322821345,0.7839675495533098,-0.40152826792574925,CTXS,-0.1469304027415494,Delta Air Lines Inc.,Industrials,Airlines,DAL,ADSK,MNST,ANSS,IPGP,UPS,LOW,AWK,CHTR,ENPH,0.3340055046336943,0.3150002998931727,0.01,0.04,0.15,0.0,0.2,0.3,0.03,0.05,0.22,0.0,0.7718757321189447,0.45347070912172505,0.0,0.06,0.04,0.05,0.06,0.15,0.16,0.06,0.16,0.28
XRAY,0.024875251581185406,0.46656638719418325,0.05331556722458966,KR,-0.06447168805704494,Dentsply Sirona,Health Care,Health Care Supplies,XRAY,EBAY,DG,LLY,ATVI,WST,TSCO,NVDA,AMZN,EA,0.32010564466606495,0.2545475266687111,0.18,0.09,0.24,0.06,0.09,0.11,0.05,0.01,0.0,0.15,0.5301791953493338,0.2989363265512585,0.05,0.04,0.0,0.16,0.07,0.28,0.02,0.06,0.31,0.01
DVN,-0.13525400112235625,0.9665377161370114,-0.1399365993320258,CTXS,-0.10416928529943272,Devon Energy,Energy,Oil & Gas Exploration & Production,DVN,BLL,NDAQ,FDX,LOW,CHTR,ENPH,TYL,MNST,TSLA,0.3885229914935645,0.31105002090263806,0.01,0.15,0.07,0.05,0.07,0.24,0.01,0.15,0.22,0.03,1.277156732928829,0.5421065208163001,0.01,0.16,0.01,0.0,0.16,0.01,0.27,0.0,0.07,0.29
DXCM,0.4703372721148523,0.539154179720732,0.8723613574849312,VNT,0.03950861833571839,DexCom,Health Care,Health Care Equipment,DXCM,MU,AES,SIVB,CTVA,MS,KEYS,TT,AMAT,CARR,0.5751815560236142,0.34519783237175583,0.1,0.0,0.08,0.05,0.16,0.02,0.19,0.19,0.02,0.17,0.7813787182751886,0.38987510043660545,0.02,0.1,0.04,0.05,0.26,0.01,0.09,0.04,0.06,0.34
FANG,-0.30003931188024635,1.0532985296026516,-0.28485686009020994,KR,-0.1873852411355753,Diamondback Energy,Energy,Oil & Gas Exploration & Production,FANG,XLNX,NKE,TER,HOLX,TT,LB,BLK,KLAC,DVA,0.40506563695290254,0.3457226389582719,0.01,0.14,0.13,0.11,0.08,0.16,0.01,0.11,0.02,0.21,0.5150940793647337,0.3931742144734272,0.01,0.13,0.02,0.23,0.05,0.11,0.13,0.01,0.04,0.26
DLR,0.21761353168587808,0.41880311968414746,0.519608191672492,VNT,0.05063877409757045,Digital Realty Trust Inc,Real Estate,Specialized REITs,DLR,MS,KEYS,AMAT,SIVB,FFIV,CTVA,AES,ALB,ANET,0.37616267518511326,0.34785029111926397,0.23,0.02,0.05,0.02,0.02,0.25,0.12,0.12,0.07,0.09,0.5499086152335488,0.41234025081829645,0.05,0.02,0.07,0.09,0.01,0.11,0.01,0.17,0.32,0.15
DFS,0.1518682340986265,0.8238502806718084,0.18433960351969,CLX,-0.0341279545036469,Discover Financial Services,Financials,Consumer Finance,DFS,NFLX,LLY,NEM,AMZN,EBAY,EA,DXCM,NLOK,TSCO,0.42609055157078196,0.25462092644460876,0.0,0.02,0.1,0.17,0.11,0.22,0.01,0.03,0.18,0.15,0.4638418685790078,0.27084282790901937,0.0,0.05,0.18,0.16,0.22,0.14,0.03,0.05,0.01,0.16
DISCA,0.1030396829826693,0.5033405218974082,0.20471167827745657,CLX,-0.0293351446901309,"Discovery, Inc. (Class A)",Communication Services,Broadcasting,DISCA,NOW,TMUS,CHRW,PGR,PYPL,MSCI,POOL,ABMD,LLY,0.42130373491948225,0.26793545428556237,0.01,0.01,0.11,0.26,0.12,0.01,0.01,0.08,0.21,0.17,0.5442000127487503,0.31812701806192517,0.0,0.08,0.19,0.08,0.03,0.21,0.01,0.08,0.21,0.1
DISCK,0.05643741408126372,0.5008217342115298,0.11268962632006405,KR,-0.056153811862510186,"Discovery, Inc. (Class C)",Communication Services,Broadcasting,DISCK,AAPL,TMO,TTWO,SNPS,COST,LOW,AMD,UPS,FAST,0.29679446672136645,0.27513693944720186,0.14,0.0,0.17,0.14,0.03,0.23,0.03,0.0,0.24,0.01,0.5372868368597652,0.36531052606502873,0.02,0.14,0.19,0.07,0.26,0.0,0.01,0.22,0.04,0.04
DISH,-0.06173104800649,0.6152240469807133,-0.10033913386422819,VNT,0.2039643120862909,Dish Network,Communication Services,Cable & Satellite,DISH,NLOK,DXCM,NFLX,CLX,DG,LLY,BIO,NEM,ENPH,0.36474156987348244,0.24371305455184394,0.03,0.18,0.03,0.12,0.17,0.2,0.13,0.02,0.11,0.01,0.7630444998980085,0.37011361015099886,0.0,0.09,0.04,0.02,0.23,0.05,0.24,0.01,0.04,0.27
DG,0.26350950035035253,0.30176963346510943,0.8732141048274809,FANG,-0.06458473710618945,Dollar General,Consumer Discretionary,General Merchandise Stores,DG,VNT,MU,AES,LLY,FFIV,MS,AMAT,ANET,KEYS,0.41775459618628497,0.24309267004703888,0.18,0.2,0.03,0.02,0.16,0.17,0.0,0.01,0.08,0.14,0.46661710844923887,0.24647337612556514,0.28,0.29,0.11,0.01,0.13,0.04,0.02,0.06,0.06,0.01
DLTR,0.1369020777701133,0.46146557615119255,0.29666801782254565,MRO,0.0891731562262942,Dollar Tree,Consumer Discretionary,General Merchandise Stores,DLTR,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,AMZN,PGR,0.3341404266802077,0.23649108774888478,0.08,0.11,0.22,0.22,0.02,0.12,0.08,0.03,0.04,0.07,0.43811399510427984,0.265948619715725,0.0,0.01,0.09,0.11,0.05,0.15,0.15,0.19,0.18,0.07
D,-0.08857642871286801,0.43328640305318566,-0.20442928300705365,VNT,0.04704283861026002,Dominion Energy,Utilities,Electric Utilities,D,TGT,AMZN,ALXN,NEM,MU,REGN,CDNS,EA,AMAT,0.36023101685004644,0.2675063747799138,0.06,0.15,0.18,0.1,0.2,0.03,0.05,0.02,0.18,0.01,0.46650753131721723,0.3030671023569124,0.01,0.12,0.19,0.07,0.24,0.04,0.02,0.22,0.06,0.03
DPZ,0.23944915626043148,0.40558943368963535,0.5903732601763547,VNT,-0.1554231436404736,Domino's Pizza,Consumer Discretionary,Restaurants,DPZ,MU,AES,MS,SIVB,AMAT,KEYS,VNT,ANET,CTVA,0.4632894830265676,0.2759912045934607,0.2,0.0,0.01,0.03,0.09,0.08,0.1,0.27,0.14,0.06,0.5046753528216756,0.29898597911248653,0.14,0.05,0.0,0.05,0.01,0.15,0.0,0.3,0.17,0.14
DOV,0.09980441491318334,0.4505550165423213,0.22151437948490485,KR,0.09122252115093578,Dover Corporation,Industrials,Industrial Machinery,DOV,CLX,DXCM,NLOK,NEM,LLY,REGN,NFLX,EBAY,AMZN,0.3761604965766302,0.2354268316708757,0.03,0.19,0.0,0.21,0.1,0.05,0.0,0.02,0.17,0.2,0.44152012622834574,0.26247242458150283,0.0,0.05,0.06,0.15,0.16,0.15,0.02,0.15,0.09,0.17
DOW,0.10585527432694916,0.6078804913486543,0.17413829828967992,CLX,0.10337511087512065,Dow Inc.,Materials,Commodity Chemicals,DOW,NLOK,CLX,DXCM,REGN,NEM,LLY,NFLX,EBAY,EA,0.37746458826017315,0.24089982019983983,0.01,0.19,0.2,0.04,0.03,0.05,0.13,0.11,0.22,0.0,0.415334000506829,0.259655453746396,0.01,0.16,0.05,0.08,0.05,0.17,0.17,0.16,0.13,0.02
DTE,-0.01353695465658389,0.46272933133385435,-0.029254585218452728,KR,0.08087107091239548,DTE Energy Co.,Utilities,Multi-Utilities,DTE,NEM,LLY,NLOK,DXCM,VNT,CLX,NFLX,ATVI,EBAY,0.43966947382058674,0.1978306132644892,0.08,0.05,0.06,0.01,0.02,0.33,0.27,0.01,0.06,0.1,0.5862607911162321,0.2282242577606617,0.0,0.0,0.02,0.05,0.17,0.54,0.02,0.06,0.03,0.11
DUK,0.041248150904075125,0.3979549819345812,0.10365029406983478,CARR,0.12861085152603394,Duke Energy,Utilities,Electric Utilities,DUK,EA,EBAY,NFLX,ATVI,LLY,AMZN,TSCO,ABMD,NLOK,0.4050961971159694,0.25156736506425736,0.04,0.05,0.18,0.0,0.04,0.17,0.09,0.05,0.12,0.23,0.47737985659824256,0.26717636476404244,0.0,0.0,0.12,0.16,0.04,0.08,0.09,0.13,0.19,0.19
DRE,0.15402884017372148,0.45236686641046897,0.3404954067390928,VNT,0.15696521093030114,Duke Realty Corp,Real Estate,Industrial REITs,DRE,VNT,REGN,LLY,CLX,DXCM,NLOK,MU,NEM,FFIV,0.43190288802117616,0.19366360878442784,0.01,0.26,0.0,0.1,0.19,0.04,0.15,0.05,0.07,0.11,0.44788539014567935,0.19843680365021904,0.03,0.28,0.02,0.1,0.16,0.03,0.13,0.01,0.16,0.08
DD,0.2642121994976934,0.5006495069480721,0.527738858884161,DPZ,0.08610974310377334,DuPont de Nemours Inc,Materials,Specialty Chemicals,DD,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,AMZN,EBAY,0.3709341996518187,0.23964777273647903,0.01,0.1,0.21,0.19,0.01,0.1,0.13,0.04,0.04,0.16,0.43838490781898287,0.26131168788150066,0.01,0.02,0.16,0.04,0.05,0.15,0.17,0.15,0.15,0.1
DXC,-0.21194652259071742,0.9084037383790378,-0.23331753672537317,KR,-0.03627179083446265,DXC Technology,Information Technology,IT Consulting & Other Services,DXC,AMD,FAST,TTWO,SNPS,CTLT,POOL,CMG,TMO,DHR,0.438548154176395,0.3075326159762968,0.0,0.02,0.19,0.17,0.03,0.01,0.09,0.16,0.11,0.22,0.5516549334522352,0.3438436671618377,0.0,0.05,0.07,0.11,0.19,0.24,0.03,0.01,0.19,0.11
EMN,0.293184130369733,0.5011449817094402,0.585028566722671,CLX,0.014653466746876783,Eastman Chemical,Materials,Diversified Chemicals,EMN,REGN,NLOK,CLX,DXCM,NEM,LLY,NFLX,EBAY,EA,0.33052269034536924,0.23593224062500626,0.13,0.02,0.18,0.17,0.0,0.12,0.03,0.01,0.16,0.16,0.4142319653973149,0.2547977352595703,0.01,0.02,0.13,0.13,0.06,0.17,0.14,0.16,0.18,0.01
ETN,0.29130026087319505,0.4926383593392781,0.5913064935988424,CLX,0.12700960368233624,Eaton Corporation,Industrials,Electrical Components & Equipment,ETN,REGN,DXCM,CLX,NLOK,NEM,LLY,EA,EBAY,NFLX,0.35349857011531993,0.23928542675486886,0.12,0.0,0.0,0.17,0.22,0.1,0.06,0.07,0.14,0.1,0.4179842816218475,0.2584907335434007,0.0,0.03,0.1,0.06,0.16,0.15,0.18,0.01,0.18,0.13
EBAY,0.4290627254342687,0.3706805285553139,1.157500036774235,VNT,-0.04083184933142277,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,EBAY,VNT,MU,AES,KEYS,ANET,SIVB,CTVA,FFIV,AMAT,0.5101354403740862,0.2572206753748403,0.24,0.32,0.01,0.1,0.05,0.12,0.0,0.07,0.04,0.05,0.5101354403740862,0.2572206753748403,0.24,0.32,0.01,0.1,0.05,0.12,0.0,0.07,0.04,0.05
ECL,0.14423412670040026,0.46626294264601365,0.30934074640776815,VNT,0.11220809764452667,Ecolab Inc.,Materials,Specialty Chemicals,ECL,REGN,CLX,NLOK,NEM,DXCM,UPS,LLY,NFLX,AMZN,0.34348519656903387,0.23457715305219395,0.02,0.03,0.18,0.24,0.15,0.01,0.16,0.1,0.02,0.07,0.41618121330397817,0.25359003443758693,0.01,0.0,0.17,0.12,0.16,0.01,0.02,0.22,0.05,0.24
EIX,-0.1335085797514787,0.43992060256970855,-0.303483353522465,KR,0.129052118275787,Edison Int'l,Utilities,Electric Utilities,EIX,MTD,TGT,PKI,ADSK,AWK,FDX,ENPH,IPGP,QCOM,0.38982383185840114,0.30382370744617426,0.02,0.15,0.26,0.23,0.03,0.12,0.14,0.01,0.0,0.02,0.8449509025214466,0.45734322455707166,0.04,0.07,0.26,0.06,0.0,0.08,0.07,0.33,0.05,0.02
EW,0.09001772218763901,0.4243833232438315,0.21211418370443103,KR,0.09297202226797845,Edwards Lifesciences,Health Care,Health Care Equipment,EW,REGN,CLX,DXCM,NLOK,LLY,NEM,EBAY,NFLX,EA,0.329245380081444,0.23598912621816726,0.07,0.02,0.26,0.05,0.24,0.02,0.1,0.14,0.04,0.05,0.41714436992829773,0.26042731493397053,0.03,0.0,0.01,0.01,0.22,0.17,0.13,0.24,0.19,0.0
EA,0.2841110261418912,0.3541711398391339,0.8021857068052911,MAR,-0.064543919066295,Electronic Arts,Communication Services,Interactive Home Entertainment,EA,AES,MU,CTVA,SIVB,TT,KEYS,BLL,ANET,LB,0.3707175841797731,0.3152689285651922,0.25,0.0,0.01,0.04,0.04,0.14,0.09,0.21,0.19,0.03,0.4558586824788925,0.36678184305067923,0.2,0.01,0.01,0.18,0.05,0.04,0.04,0.16,0.15,0.16
EMR,0.11914065413969065,0.5247756991636029,0.22703157621356934,CLX,0.049924466247902574,Emerson Electric Company,Industrials,Electrical Components & Equipment,EMR,NLOK,CLX,DXCM,NEM,LLY,REGN,NFLX,AMZN,EBAY,0.3514707138274902,0.23676271081665903,0.07,0.15,0.24,0.05,0.08,0.09,0.1,0.04,0.09,0.07,0.43163502451899594,0.2554497269353295,0.0,0.12,0.12,0.03,0.12,0.18,0.0,0.14,0.19,0.09
ENPH,1.85886783210555,0.9856743308388051,1.8858843879232003,KR,0.020489224915498715,Enphase Energy,Information Technology,Semiconductor Equipment,ENPH,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,EA,CHRW,0.3205817310491724,0.22426573490129867,0.0,0.07,0.04,0.24,0.12,0.1,0.0,0.16,0.08,0.17,0.7604742769901838,0.36946741826250024,0.27,0.08,0.05,0.24,0.03,0.08,0.14,0.06,0.02,0.03
ETR,-0.17605526526573345,0.4545103421210875,-0.3873515054555789,CARR,0.13733627607898966,Entergy Corp.,Utilities,Electric Utilities,ETR,QCOM,LOW,XLNX,ABBV,A,CHTR,FFIV,DVA,MTD,0.3227566953094551,0.288257953306066,0.04,0.01,0.01,0.01,0.22,0.15,0.2,0.13,0.08,0.15,0.4282029671592421,0.3254946723331206,0.0,0.23,0.01,0.05,0.04,0.16,0.15,0.1,0.15,0.12
EOG,-0.22168554769390458,0.7514662388879477,-0.29500400180580894,DPZ,-0.08845442219380324,EOG Resources,Energy,Oil & Gas Exploration & Production,EOG,AVGO,MXIM,TXN,ALGN,KLAC,BLK,LRCX,FCX,ALB,0.4806998022392591,0.4121029265143782,0.0,0.13,0.25,0.26,0.07,0.01,0.09,0.02,0.04,0.12,0.7088939169457129,0.5062078938580586,0.0,0.01,0.1,0.01,0.13,0.16,0.04,0.05,0.24,0.27
EFX,0.2537951360605682,0.4058286017295399,0.6253751829687628,VNT,-0.08985457175922835,Equifax Inc.,Industrials,Research & Consulting Services,EFX,REGN,NLOK,NEM,CLX,DXCM,AES,FDX,UPS,CHRW,0.31098833246793955,0.23169417791076158,0.06,0.12,0.14,0.1,0.19,0.05,0.0,0.08,0.04,0.2,0.36450812410451483,0.26250551663470356,0.01,0.1,0.21,0.2,0.11,0.15,0.03,0.1,0.0,0.1
EQIX,0.25920379158920903,0.3938474948548456,0.6581323862038017,VNT,0.014337665901392075,Equinix,Real Estate,Specialized REITs,EQIX,MU,AES,KEYS,FFIV,AMAT,MS,SIVB,ANET,CTVA,0.34951981722667397,0.3473189254197339,0.21,0.11,0.02,0.1,0.29,0.01,0.0,0.07,0.07,0.1,0.3995906062071396,0.3770548516980726,0.17,0.01,0.0,0.04,0.19,0.1,0.0,0.13,0.21,0.15
EQR,-0.1981854258892667,0.4911039763370037,-0.4035508475567067,KR,0.06703361641820192,Equity Residential,Real Estate,Residential REITs,EQR,MS,AMAT,SIVB,CTVA,FFIV,KEYS,ANET,GRMN,AES,0.30055266672347003,0.34864114616251934,0.09,0.01,0.03,0.03,0.05,0.3,0.21,0.14,0.1,0.04,0.422335698168147,0.4040763346426608,0.0,0.02,0.15,0.17,0.16,0.16,0.14,0.13,0.04,0.03
ESS,-0.1525735877740437,0.4915352716574597,-0.3104021147039249,KR,0.046638054209612284,"Essex Property Trust, Inc.",Real Estate,Residential REITs,ESS,ABBV,GOOGL,GOOG,ALB,KSU,KEYS,TT,DVA,LRCX,0.31472827657953184,0.3146694094315863,0.07,0.19,0.03,0.12,0.01,0.07,0.11,0.2,0.19,0.0,0.5596729881161265,0.4014944764167677,0.01,0.02,0.04,0.03,0.3,0.05,0.06,0.22,0.18,0.1
EL,0.208792445114261,0.39902745215752095,0.5232533350408123,KR,0.09694080529476028,Estée Lauder Companies,Consumer Staples,Personal Products,EL,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,EA,NFLX,0.3394635535884924,0.2329148000138864,0.05,0.01,0.02,0.28,0.25,0.13,0.01,0.17,0.03,0.04,0.40596733928161177,0.2537283671344067,0.03,0.02,0.03,0.08,0.09,0.18,0.27,0.14,0.01,0.13
ETSY,1.4751802229489386,0.7010793878607767,2.1041557468266148,VNT,0.016060974923115652,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,ETSY,REGN,NLOK,AES,MU,DXCM,CLX,LLY,NEM,FFIV,0.35918190850506426,0.24458498297021197,0.01,0.15,0.17,0.0,0.05,0.03,0.15,0.1,0.16,0.17,0.6638020883872525,0.32210300100340195,0.26,0.1,0.12,0.01,0.01,0.03,0.03,0.2,0.13,0.11
EVRG,-0.12540303150611556,0.4789961225054736,-0.26180385521739286,VNT,0.03621883706372077,Evergy,Utilities,Electric Utilities,EVRG,AES,MS,ANET,MU,FFIV,ABBV,AMAT,GRMN,SIVB,0.27808152471279346,0.3250601684965525,0.05,0.07,0.0,0.01,0.01,0.2,0.21,0.05,0.37,0.03,0.43501106980760595,0.4259134434210738,0.0,0.08,0.04,0.23,0.04,0.14,0.04,0.21,0.04,0.19
ES,0.07545821103058076,0.4356637541921735,0.17320286644111263,CARR,0.040474879614558514,Eversource Energy,Utilities,Multi-Utilities,ES,REGN,DXCM,CLX,LLY,NEM,NLOK,ATVI,EA,FFIV,0.3362526582859142,0.23240944653742898,0.03,0.04,0.0,0.19,0.13,0.12,0.24,0.1,0.03,0.1,0.3809141328032546,0.25178902376720375,0.02,0.0,0.07,0.09,0.22,0.19,0.17,0.12,0.02,0.1
RE,-0.1404140533079881,0.4805972780456769,-0.2921657273611168,CLX,0.13030137806580722,Everest Re Group Ltd.,Financials,Reinsurance,RE,DHR,TSLA,CMG,TMO,POOL,FAST,CHRW,COST,SNPS,0.3922498949042243,0.26210232403515654,0.02,0.28,0.04,0.05,0.04,0.01,0.02,0.28,0.23,0.03,0.9864862514838415,0.4139892959382172,0.0,0.11,0.32,0.15,0.05,0.01,0.02,0.1,0.12,0.12
EXC,-0.011331873704382489,0.469806516455078,-0.024120299117788038,VNT,0.14691564457679449,Exelon Corp.,Utilities,Multi-Utilities,EXC,PYPL,MSFT,BIO,ADBE,ODFL,CHRW,ROL,ETSY,TTWO,0.41504511080964224,0.2838207512321308,0.0,0.01,0.02,0.09,0.13,0.02,0.36,0.23,0.04,0.09,0.7073435621762956,0.3539659558351687,0.0,0.22,0.03,0.03,0.0,0.0,0.21,0.22,0.22,0.07
EXPE,0.20490118729987833,0.68210839288513,0.3003938808511107,GIS,-0.18859923033700957,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,EXPE,NEM,NLOK,DXCM,CLX,LLY,NFLX,EBAY,AMZN,REGN,0.3758848319364374,0.2356261360532618,0.03,0.07,0.19,0.01,0.29,0.09,0.09,0.07,0.14,0.01,0.4239807484395643,0.2508998983007874,0.01,0.14,0.09,0.03,0.11,0.19,0.07,0.16,0.18,0.01
EXPD,0.2007359796738546,0.3131357001432486,0.6410510829075858,VNT,0.11949586550885508,Expeditors,Industrials,Air Freight & Logistics,EXPD,REGN,VNT,LLY,NLOK,CLX,DXCM,MU,FFIV,NEM,0.41240800075843687,0.19061029179640682,0.09,0.01,0.26,0.02,0.11,0.21,0.02,0.02,0.18,0.08,0.46351863075741007,0.19671003507446302,0.19,0.06,0.4,0.07,0.05,0.07,0.05,0.0,0.09,0.01
EXR,0.11773449672483947,0.40482012140631646,0.2908316323700466,VNT,0.08577184082448999,Extra Space Storage,Real Estate,Specialized REITs,EXR,DXCM,LLY,CLX,REGN,NLOK,NEM,EA,VNT,EBAY,0.46958976328404767,0.19729448779701989,0.01,0.02,0.13,0.14,0.01,0.13,0.04,0.13,0.35,0.04,0.46958976328404767,0.19729448779701989,0.01,0.02,0.13,0.14,0.01,0.13,0.04,0.13,0.35,0.04
XOM,-0.24715411913488075,0.514313545284787,-0.48055144843215425,CLX,-0.0015135171562238555,Exxon Mobil Corp.,Energy,Integrated Oil & Gas,XOM,OTIS,ALXN,ABBV,CTVA,ANET,KSU,CARR,ZBRA,GRMN,0.394816754547227,0.27655583348447466,0.02,0.22,0.24,0.23,0.01,0.07,0.08,0.06,0.01,0.05,0.8111069881869585,0.3718213952964629,0.03,0.1,0.02,0.1,0.01,0.13,0.03,0.44,0.05,0.08
FFIV,0.31101558767701304,0.4020014513147654,0.7736678229887514,CLX,-0.10668518629189744,F5 Networks,Information Technology,Communications Equipment,FFIV,REGN,NLOK,CLX,DXCM,NEM,CHRW,PGR,UPS,AMZN,0.31418357364220983,0.22221693239773216,0.05,0.1,0.16,0.22,0.01,0.04,0.17,0.13,0.03,0.07,0.3914922731448808,0.247266226084384,0.04,0.03,0.23,0.11,0.01,0.18,0.08,0.03,0.0,0.29
FB,0.2706733558315628,0.44914740071836945,0.6026381437333178,VNT,-0.10204507408457726,"Facebook, Inc.",Communication Services,Interactive Media & Services,FB,VNT,LLY,REGN,MU,NLOK,FFIV,AES,KEYS,ANET,0.4372500639673686,0.22581052528764708,0.08,0.26,0.07,0.16,0.01,0.15,0.13,0.04,0.01,0.08,0.44556346018913,0.22906186150231242,0.09,0.28,0.07,0.04,0.01,0.22,0.12,0.04,0.05,0.08
FAST,0.28272292200510013,0.3765656198194853,0.7507932406060579,VNT,0.10082445012205471,Fastenal Co,Industrials,Building Products,FAST,REGN,MU,AES,LLY,NLOK,DXCM,KEYS,FFIV,CLX,0.32016727044798443,0.24839503649256453,0.12,0.16,0.03,0.01,0.07,0.18,0.02,0.02,0.14,0.25,0.3653852809787297,0.2612779936673484,0.01,0.01,0.02,0.05,0.21,0.21,0.14,0.03,0.14,0.19
